;"""N";Date;Time;N [Decimal degrees];E [Decimal degrees];GPS uncertainty [m];h [m];Location provider;D [μSv/h];Standard deviation;Standard error of the mean value;CF;"Number of measured points""."
53853;"""904";2022-05-28;18:23:35;46.484;15.659;3.79;308.473;gps;0.078;0;0;0;"1""."
4662;"""4663";2021-09-06;11:00:52;45.861;15.259;3.79;206.121;gps;0.078;0;0;0;"1""."
59711;"""765";2021-12-21;09:53:37;46.043;14.489;10.53;330.069;gps;0.078;0;0;0;"1""."
3885;"""3886";2021-09-06;10:35:24;45.96;14.734;3.79;437.795;gps;0.078;0;0;0;"1""."
3865;"""3866";2021-09-06;10:34:44;45.962;14.723;3.79;487.101;gps;0.078;0;0;0;"1""."
3864;"""3865";2021-09-06;10:34:42;45.962;14.722;3.79;486.97;gps;0.078;0;0;0;"1""."
3863;"""3864";2021-09-06;10:34:40;45.962;14.721;3.79;487.233;gps;0.078;0;0;0;"1""."
3923;"""3924";2021-09-06;10:36:37;45.953;14.757;3.79;399.967;gps;0.078;0;0;0;"1""."
3924;"""3925";2021-09-06;10:36:39;45.952;14.757;3.79;399.539;gps;0.078;0;0;0;"1""."
4655;"""4656";2021-09-06;11:00:38;45.858;15.255;3.79;209.873;gps;0.078;0;0;0;"1""."
4579;"""4580";2021-09-06;10:58:07;45.833;15.202;9.935;228.524;gps;0.078;0;0;0;"1""."
4543;"""4544";2021-09-06;10:56:56;45.831;15.176;9.935;255.266;gps;0.078;0;0;0;"1""."
4506;"""4507";2021-09-06;10:55:43;45.844;15.152;4.127;330.928;gps;0.078;0;0;0;"1""."
4484;"""4485";2021-09-06;10:54:59;45.854;15.143;3.79;331.741;gps;0.078;0;0;0;"1""."
4332;"""4333";2021-09-06;10:50:01;45.9;15.052;3.977;326.385;gps;0.078;0;0;0;"1""."
3798;"""3799";2021-09-06;10:32:33;45.967;14.691;3.79;414.155;gps;0.078;0;0;0;"1""."
4329;"""4330";2021-09-06;10:49:55;45.9;15.05;3.79;330.227;gps;0.078;0;0;0;"1""."
4051;"""4052";2021-09-06;10:40:48;45.932;14.844;3.79;353.937;gps;0.078;0;0;0;"1""."
4000;"""4001";2021-09-06;10:39:08;45.935;14.804;3.79;373.533;gps;0.078;0;0;0;"1""."
3999;"""4000";2021-09-06;10:39:06;45.935;14.803;3.79;373.721;gps;0.078;0;0;0;"1""."
3975;"""3976";2021-09-06;10:38:20;45.936;14.785;3.79;377.974;gps;0.078;0;0;0;"1""."
3972;"""3973";2021-09-06;10:38:14;45.937;14.783;3.964;378.362;gps;0.078;0;0;0;"1""."
4328;"""4329";2021-09-06;10:49:53;45.9;15.049;3.79;330.715;gps;0.078;0;0;0;"1""."
3786;"""3787";2021-09-06;10:32:09;45.968;14.685;3.79;399.778;gps;0.078;0;0;0;"1""."
3783;"""3784";2021-09-06;10:32:03;45.969;14.684;3.79;396.788;gps;0.078;0;0;0;"1""."
3760;"""3761";2021-09-06;10:31:17;45.972;14.673;3.79;394.292;gps;0.078;0;0;0;"1""."
3731;"""3732";2021-09-06;10:30:20;45.969;14.658;3.79;399.296;gps;0.078;0;0;0;"1""."
34539;"""20540";2021-09-08;19:21:04;46.04;14.473;3.79;346.954;gps;0.078;0;0;0;"1""."
10949;"""10950";2021-09-06;14:36:04;45.932;15.555;3.79;194.222;gps;0.079;0;0;0;"1""."
11004;"""11005";2021-09-06;14:37:50;45.929;15.554;3.79;192.922;gps;0.079;0;0;0;"1""."
46090;"""243";2021-09-23;05:37:48;46.044;14.489;9.935;332.116;gps;0.079;0;0;0;"1""."
46092;"""245";2021-09-23;05:37:52;46.044;14.49;9.935;331.045;gps;0.079;0;0;0;"1""."
46096;"""249";2021-09-23;05:38:00;46.044;14.491;9.935;331.69;gps;0.079;0;0;0;"1""."
65149;"""6203";2021-12-21;11:24:15;46.054;14.452;11.901;348.939;gps;0.079;0;0;0;"1""."
57565;"""4616";2022-05-28;19:30:55;46.02;14.517;3.79;334.709;gps;0.079;0;0;0;"1""."
50241;"""4394";2021-09-23;07:53:39;46.681;15.98;3.79;262.098;gps;0.079;0;0;0;"1""."
57496;"""4547";2022-05-28;19:29:46;46.014;14.543;3.79;346.863;gps;0.079;0;0;0;"1""."
65170;"""6224";2021-12-21;11:24:37;46.053;14.448;9.935;377.13;gps;0.079;0;0;0;"1""."
60771;"""1825";2021-12-21;10:11:17;46.058;14.468;699.999;0;network;0.079;0;0;0;"1""."
65136;"""6190";2021-12-21;11:24:02;46.056;14.452;11.304;355.62;gps;0.079;0;0;0;"1""."
60820;"""1874";2021-12-21;10:12:07;46.054;14.454;1399.999;0;network;0.079;0;0;0;"1""."
63255;"""4309";2021-12-21;10:52:41;46.056;14.45;10.063;372.301;gps;0.079;0;0;0;"1""."
46578;"""731";2021-09-23;05:53:49;46.108;14.599;3.79;326.932;gps;0.079;0;0;0;"1""."
14507;"""508";2021-09-08;08:25:22;45.935;15.486;3.79;202.822;gps;0.079;0;0;0;"1""."
14509;"""510";2021-09-08;08:25:26;45.935;15.487;3.79;202.183;gps;0.079;0;0;0;"1""."
46562;"""715";2021-09-23;05:53:17;46.1;14.593;3.79;324.961;gps;0.079;0;0;0;"1""."
57148;"""4199";2022-05-28;19:23:25;46.089;14.586;3.79;323.202;gps;0.079;0;0;0;"1""."
63228;"""4282";2021-12-21;10:52:14;46.055;14.448;9.935;370.235;gps;0.079;0;0;0;"1""."
59926;"""980";2021-12-21;09:57:12;46.045;14.478;12.454;336.125;gps;0.079;0;0;0;"1""."
46599;"""752";2021-09-23;05:54:29;46.118;14.602;3.79;332.553;gps;0.079;0;0;0;"1""."
14550;"""551";2021-09-08;08:26:46;45.942;15.492;3.79;206.899;gps;0.079;0;0;0;"1""."
14553;"""554";2021-09-08;08:26:52;45.943;15.492;3.79;208.423;gps;0.079;0;0;0;"1""."
14591;"""592";2021-09-08;08:28:05;45.942;15.503;3.79;202.41;gps;0.079;0;0;0;"1""."
14595;"""596";2021-09-08;08:28:13;45.943;15.505;3.79;202.545;gps;0.079;0;0;0;"1""."
46332;"""485";2021-09-23;05:45:45;46.016;14.532;3.79;338.583;gps;0.079;0;0;0;"1""."
46378;"""531";2021-09-23;05:47:16;46.016;14.558;3.79;371.025;gps;0.079;0;0;0;"1""."
46380;"""533";2021-09-23;05:47:20;46.017;14.559;3.79;373.207;gps;0.079;0;0;0;"1""."
57079;"""4130";2022-05-28;19:22:15;46.105;14.598;3.79;329.698;gps;0.079;0;0;0;"1""."
57084;"""4135";2022-05-28;19:22:20;46.104;14.597;3.79;330.253;gps;0.079;0;0;0;"1""."
46431;"""584";2021-09-23;05:49:00;46.038;14.574;3.79;338.067;gps;0.079;0;0;0;"1""."
46430;"""583";2021-09-23;05:48:58;46.037;14.574;3.79;341.384;gps;0.079;0;0;0;"1""."
14368;"""369";2021-09-08;08:20:54;45.912;15.473;3.79;207.258;gps;0.079;0;0;0;"1""."
14389;"""390";2021-09-08;08:21:35;45.915;15.469;3.79;206.151;gps;0.079;0;0;0;"1""."
57136;"""4187";2022-05-28;19:23:13;46.092;14.587;9.935;323.86;gps;0.079;0;0;0;"1""."
57140;"""4191";2022-05-28;19:23:17;46.091;14.586;9.935;323.073;gps;0.079;0;0;0;"1""."
46465;"""618";2021-09-23;05:50:08;46.053;14.574;3.79;320.529;gps;0.079;0;0;0;"1""."
53732;"""783";2022-05-28;18:21:34;46.471;15.682;3.79;309.255;gps;0.079;0;0;0;"1""."
53716;"""767";2022-05-28;18:21:18;46.469;15.686;3.79;308.806;gps;0.079;0;0;0;"1""."
53743;"""794";2022-05-28;18:21:45;46.473;15.678;9.935;308.896;gps;0.079;0;0;0;"1""."
53740;"""791";2022-05-28;18:21:42;46.473;15.679;3.79;308.955;gps;0.079;0;0;0;"1""."
53605;"""656";2022-05-28;18:19:27;46.458;15.731;3.79;297.177;gps;0.079;0;0;0;"1""."
46131;"""284";2021-09-23;05:39:09;46.046;14.499;10.363;335.542;gps;0.079;0;0;0;"1""."
53369;"""420";2022-05-28;18:15:31;46.419;15.803;3.79;282.001;gps;0.079;0;0;0;"1""."
53352;"""403";2022-05-28;18:15:14;46.416;15.807;3.79;282.626;gps;0.079;0;0;0;"1""."
53434;"""485";2022-05-28;18:16:36;46.435;15.79;3.79;284.229;gps;0.079;0;0;0;"1""."
53423;"""474";2022-05-28;18:16:25;46.432;15.792;3.79;283.884;gps;0.079;0;0;0;"1""."
46154;"""307";2021-09-23;05:39:55;46.043;14.5;3.79;337.452;gps;0.079;0;0;0;"1""."
53824;"""875";2022-05-28;18:23:06;46.483;15.658;3.79;322.59;gps;0.079;0;0;0;"1""."
46691;"""844";2021-09-23;05:57:31;46.153;14.649;3.79;356.166;gps;0.079;0;0;0;"1""."
63271;"""4325";2021-12-21;10:52:57;46.056;14.451;10.54;371.413;gps;0.079;0;0;0;"1""."
46675;"""828";2021-09-23;05:57:00;46.148;14.639;3.79;352.435;gps;0.079;0;0;0;"1""."
46670;"""823";2021-09-23;05:56:50;46.146;14.636;3.79;349.782;gps;0.079;0;0;0;"1""."
54732;"""1783";2022-05-28;18:38:45;46.305;15.447;3.79;420.138;gps;0.079;0;0;0;"1""."
54214;"""1265";2022-05-28;18:29:37;46.4;15.606;10.214;322.009;gps;0.079;0;0;0;"1""."
46219;"""372";2021-09-23;05:42:04;46.033;14.5;3.79;333.179;gps;0.079;0;0;0;"1""."
54748;"""1799";2022-05-28;18:39:01;46.302;15.444;3.79;424.289;gps;0.079;0;0;0;"1""."
3919;"""3920";2021-09-06;10:36:29;45.954;14.754;3.79;400.738;gps;0.079;0;0;0;"1""."
3940;"""3941";2021-09-06;10:37:11;45.948;14.767;3.79;394.749;gps;0.079;0;0;0;"1""."
47878;"""2031";2021-09-23;06:36:16;46.267;15.203;3.79;309.62;gps;0.079;0;0;0;"1""."
3538;"""3539";2021-09-06;10:24:04;46.013;14.555;3.79;356.589;gps;0.079;0;0;0;"1""."
49156;"""3309";2021-09-23;07:18:07;46.546;15.694;3.79;297.077;gps;0.079;0;0;0;"1""."
4517;"""4518";2021-09-06;10:56:04;45.84;15.159;3.79;308.594;gps;0.079;0;0;0;"1""."
4538;"""4539";2021-09-06;10:56:46;45.833;15.173;11.474;266.347;gps;0.079;0;0;0;"1""."
4333;"""4334";2021-09-06;10:50:03;45.899;15.053;4.147;326.391;gps;0.079;0;0;0;"1""."
3960;"""3961";2021-09-06;10:37:51;45.943;14.779;3.79;382.701;gps;0.079;0;0;0;"1""."
3961;"""3962";2021-09-06;10:37:52;45.943;14.78;4.156;381.708;gps;0.079;0;0;0;"1""."
3974;"""3975";2021-09-06;10:38:18;45.937;14.784;3.79;377.382;gps;0.079;0;0;0;"1""."
4290;"""4291";2021-09-06;10:48:42;45.902;15.019;3.79;374.668;gps;0.079;0;0;0;"1""."
4291;"""4292";2021-09-06;10:48:43;45.902;15.02;3.79;368.877;gps;0.079;0;0;0;"1""."
4295;"""4296";2021-09-06;10:48:51;45.901;15.023;3.79;370.53;gps;0.079;0;0;0;"1""."
3807;"""3808";2021-09-06;10:32:51;45.966;14.695;3.79;426.217;gps;0.079;0;0;0;"1""."
3802;"""3803";2021-09-06;10:32:41;45.966;14.693;3.968;409.274;gps;0.079;0;0;0;"1""."
47924;"""2077";2021-09-23;06:37:46;46.257;15.239;9.967;305.17;gps;0.079;0;0;0;"1""."
49384;"""3537";2021-09-23;07:25:36;46.575;15.788;3.79;295.821;gps;0.079;0;0;0;"1""."
49385;"""3538";2021-09-23;07:25:38;46.575;15.789;3.79;298.485;gps;0.079;0;0;0;"1""."
47957;"""2110";2021-09-23;06:38:51;46.254;15.267;3.99;295.415;gps;0.079;0;0;0;"1""."
49392;"""3545";2021-09-23;07:25:52;46.577;15.794;3.79;308.039;gps;0.079;0;0;0;"1""."
47920;"""2073";2021-09-23;06:37:38;46.258;15.236;9.935;302.915;gps;0.079;0;0;0;"1""."
3889;"""3890";2021-09-06;10:35:32;45.96;14.737;3.79;422.636;gps;0.079;0;0;0;"1""."
3892;"""3893";2021-09-06;10:35:38;45.96;14.739;3.79;410.875;gps;0.079;0;0;0;"1""."
3756;"""3757";2021-09-06;10:31:09;45.972;14.67;3.79;394.752;gps;0.079;0;0;0;"1""."
3897;"""3898";2021-09-06;10:35:46;45.959;14.741;3.79;408.26;gps;0.079;0;0;0;"1""."
64196;"""5250";2021-12-21;11:08:23;46.062;14.456;3.79;355.529;gps;0.079;0;0;0;"1""."
65344;"""6398";2021-12-21;11:27:30;46.047;14.459;9.935;358.388;gps;0.079;0;0;0;"1""."
3873;"""3874";2021-09-06;10:35:00;45.96;14.727;3.79;467.161;gps;0.079;0;0;0;"1""."
3780;"""3781";2021-09-06;10:31:57;45.97;14.683;3.79;396.93;gps;0.079;0;0;0;"1""."
3880;"""3881";2021-09-06;10:35:14;45.959;14.731;3.79;452.338;gps;0.079;0;0;0;"1""."
47916;"""2069";2021-09-23;06:37:30;46.259;15.233;9.935;300.215;gps;0.079;0;0;0;"1""."
4528;"""4529";2021-09-06;10:56:26;45.836;15.166;9.935;285.261;gps;0.079;0;0;0;"1""."
50032;"""4185";2021-09-23;07:46:49;46.646;15.921;5.593;280.808;gps;0.079;0;0;0;"1""."
50060;"""4213";2021-09-23;07:47:44;46.655;15.928;9.935;289.051;gps;0.079;0;0;0;"1""."
48815;"""2968";2021-09-23;07:06:58;46.385;15.579;3.79;318.123;gps;0.079;0;0;0;"1""."
48105;"""2258";2021-09-23;06:43:41;46.263;15.389;9.935;334.249;gps;0.079;0;0;0;"1""."
48917;"""3070";2021-09-23;07:10:20;46.428;15.634;3.79;322.304;gps;0.079;0;0;0;"1""."
49932;"""4085";2021-09-23;07:43:35;46.614;15.897;9.935;292.866;gps;0.079;0;0;0;"1""."
49936;"""4089";2021-09-23;07:43:43;46.615;15.897;10.417;294.214;gps;0.079;0;0;0;"1""."
49938;"""4091";2021-09-23;07:43:47;46.616;15.898;9.935;292.603;gps;0.079;0;0;0;"1""."
49983;"""4136";2021-09-23;07:45:14;46.632;15.905;5.268;300.722;gps;0.079;0;0;0;"1""."
48143;"""2296";2021-09-23;06:44:56;46.273;15.414;9.935;348.488;gps;0.079;0;0;0;"1""."
48564;"""2717";2021-09-23;06:58:45;46.348;15.488;60;339.9;network;0.079;0;0;0;"1""."
57804;"""4855";2022-05-28;19:36:28;46.045;14.495;5.857;343.469;averaged;0.079;0.001;0.001;0;"2""."
48140;"""2293";2021-09-23;06:44:50;46.272;15.412;9.935;346.479;gps;0.079;0;0;0;"1""."
50167;"""4320";2021-09-23;07:51:13;46.676;15.959;9.935;259.253;gps;0.079;0;0;0;"1""."
49875;"""4028";2021-09-23;07:41:44;46.599;15.886;3.79;303.165;gps;0.079;0;0;0;"1""."
49801;"""3954";2021-09-23;07:39:19;46.597;15.853;9.935;354.597;gps;0.079;0;0;0;"1""."
49040;"""3193";2021-09-23;07:14:23;46.491;15.667;3.79;312.608;gps;0.079;0;0;0;"1""."
48935;"""3088";2021-09-23;07:10:56;46.437;15.641;3.79;319.145;gps;0.079;0;0;0;"1""."
4663;"""4664";2021-09-06;11:00:54;45.861;15.26;3.79;206.253;gps;0.079;0;0;0;"1""."
4600;"""4601";2021-09-06;10:58:49;45.841;15.216;9.935;238.284;gps;0.079;0;0;0;"1""."
49041;"""3194";2021-09-23;07:14:25;46.492;15.668;3.79;311.693;gps;0.079;0;0;0;"1""."
4685;"""4686";2021-09-06;11:01:37;45.866;15.278;3.79;198.585;gps;0.079;0;0;0;"1""."
46306;"""459";2021-09-23;05:44:53;46.021;14.515;3.79;337.438;gps;0.08;0;0;0;"1""."
14145;"""146";2021-09-08;08:13:43;45.889;15.613;3.79;197.8;gps;0.08;0;0;0;"1""."
46379;"""532";2021-09-23;05:47:18;46.017;14.558;3.79;372.29;gps;0.08;0;0;0;"1""."
57097;"""4148";2022-05-28;19:22:34;46.101;14.593;9.935;333.193;gps;0.08;0;0;0;"1""."
57085;"""4136";2022-05-28;19:22:21;46.104;14.596;3.79;329.97;gps;0.08;0;0;0;"1""."
46407;"""560";2021-09-23;05:48:12;46.027;14.567;3.79;360.492;gps;0.08;0;0;0;"1""."
57086;"""4137";2022-05-28;19:22:23;46.103;14.596;5.36;329.981;averaged;0.08;0.001;0;0;"2""."
3808;"""3809";2021-09-06;10:32:52;45.967;14.695;3.79;426.695;gps;0.08;0;0;0;"1""."
3239;"""3240";2021-09-06;10:14:15;46.045;14.493;3.79;340.117;gps;0.08;0;0;0;"1""."
3531;"""3532";2021-09-06;10:23:50;46.013;14.551;3.79;353.573;gps;0.08;0;0;0;"1""."
3309;"""3310";2021-09-06;10:16:30;46.041;14.499;3.79;329.967;gps;0.08;0;0;0;"1""."
57210;"""4261";2022-05-28;19:24:27;46.075;14.579;3.79;319.114;gps;0.08;0;0;0;"1""."
46368;"""521";2021-09-23;05:46:57;46.013;14.556;3.79;357.504;gps;0.08;0;0;0;"1""."
63253;"""4307";2021-12-21;10:52:39;46.056;14.449;10.111;369.432;gps;0.08;0;0;0;"1""."
57139;"""4190";2022-05-28;19:23:16;46.091;14.587;9.935;323.449;gps;0.08;0;0;0;"1""."
3785;"""3786";2021-09-06;10:32:07;45.969;14.685;3.79;399.365;gps;0.08;0;0;0;"1""."
3800;"""3801";2021-09-06;10:32:37;45.966;14.692;3.79;416.187;gps;0.08;0;0;0;"1""."
3759;"""3760";2021-09-06;10:31:15;45.972;14.672;3.79;395.126;gps;0.08;0;0;0;"1""."
7396;"""7397";2021-09-06;12:30:04;45.939;15.492;10.855;201.294;gps;0.08;0;0;0;"1""."
4691;"""4692";2021-09-06;11:01:49;45.869;15.283;3.79;202.71;gps;0.08;0;0;0;"1""."
4690;"""4691";2021-09-06;11:01:47;45.868;15.282;3.79;201.857;gps;0.08;0;0;0;"1""."
4598;"""4599";2021-09-06;10:58:45;45.84;15.214;10.061;231.958;gps;0.08;0;0;0;"1""."
4580;"""4581";2021-09-06;10:58:09;45.833;15.203;9.935;227.882;gps;0.08;0;0;0;"1""."
4599;"""4600";2021-09-06;10:58:47;45.841;15.215;9.935;234.225;gps;0.08;0;0;0;"1""."
4664;"""4665";2021-09-06;11:00:56;45.862;15.261;3.79;207.319;gps;0.08;0;0;0;"1""."
4658;"""4659";2021-09-06;11:00:44;45.86;15.257;3.79;212.53;gps;0.08;0;0;0;"1""."
4684;"""4685";2021-09-06;11:01:35;45.866;15.277;3.79;196.844;gps;0.08;0;0;0;"1""."
63379;"""4433";2021-12-21;10:54:46;46.058;14.448;9.935;355.463;gps;0.08;0;0;0;"1""."
3860;"""3861";2021-09-06;10:34:34;45.962;14.72;3.79;489.137;gps;0.08;0;0;0;"1""."
3859;"""3860";2021-09-06;10:34:32;45.962;14.719;3.79;491.646;gps;0.08;0;0;0;"1""."
3857;"""3858";2021-09-06;10:34:28;45.962;14.718;3.79;490.891;gps;0.08;0;0;0;"1""."
46161;"""314";2021-09-23;05:40:09;46.042;14.5;3.79;333.431;gps;0.08;0;0;0;"1""."
3890;"""3891";2021-09-06;10:35:34;45.96;14.738;3.79;415.216;gps;0.08;0;0;0;"1""."
3886;"""3887";2021-09-06;10:35:26;45.96;14.735;3.79;435.352;gps;0.08;0;0;0;"1""."
3845;"""3846";2021-09-06;10:34:05;45.963;14.711;3.79;480.62;gps;0.08;0;0;0;"1""."
3958;"""3959";2021-09-06;10:37:47;45.944;14.779;3.79;385.635;gps;0.08;0;0;0;"1""."
3957;"""3958";2021-09-06;10:37:45;45.945;14.778;3.79;387.561;gps;0.08;0;0;0;"1""."
10726;"""10727";2021-09-06;14:27:32;45.935;15.556;3.79;195.049;gps;0.08;0;0;0;"1""."
10365;"""10366";2021-09-06;14:15:45;45.913;15.596;3.79;201.853;gps;0.08;0;0;0;"1""."
4334;"""4335";2021-09-06;10:50:05;45.899;15.054;4.085;324.907;gps;0.08;0;0;0;"1""."
3899;"""3900";2021-09-06;10:35:50;45.958;14.743;3.79;424.785;gps;0.08;0;0;0;"1""."
3898;"""3899";2021-09-06;10:35:48;45.959;14.742;3.79;407.538;gps;0.08;0;0;0;"1""."
3902;"""3903";2021-09-06;10:35:56;45.958;14.744;3.79;403.182;gps;0.08;0;0;0;"1""."
3817;"""3818";2021-09-06;10:33:09;45.967;14.699;3.79;440.36;gps;0.08;0;0;0;"1""."
47917;"""2070";2021-09-23;06:37:32;46.259;15.234;9.935;300.499;gps;0.08;0;0;0;"1""."
47915;"""2068";2021-09-23;06:37:28;46.259;15.232;9.935;301.241;gps;0.08;0;0;0;"1""."
65343;"""6397";2021-12-21;11:27:29;46.047;14.458;9.935;359.082;gps;0.08;0;0;0;"1""."
47926;"""2079";2021-09-23;06:37:50;46.257;15.241;9.935;306.745;gps;0.08;0;0;0;"1""."
43212;"""1071";2022-06-06;10:33:02;45.96;14.736;3.79;427.962;gps;0.08;0;0;0;"1""."
47919;"""2072";2021-09-23;06:37:36;46.258;15.235;9.935;301.19;gps;0.08;0;0;0;"1""."
47903;"""2056";2021-09-23;06:37:04;46.262;15.222;3.79;309.321;gps;0.08;0;0;0;"1""."
47894;"""2047";2021-09-23;06:36:48;46.264;15.216;3.79;310.21;gps;0.08;0;0;0;"1""."
47956;"""2109";2021-09-23;06:38:49;46.254;15.266;3.79;295.486;gps;0.08;0;0;0;"1""."
53045;"""96";2022-05-28;18:09:41;46.417;15.859;3.79;267.407;gps;0.08;0;0;0;"1""."
52879;"""38";2022-06-07;10:10:04;45.936;15.518;11.37;208.233;averaged;0.08;0.011;0.004;0;"9""."
49404;"""3557";2021-09-23;07:26:15;46.577;15.803;3.79;312.875;gps;0.08;0;0;0;"1""."
47946;"""2099";2021-09-23;06:38:29;46.254;15.258;3.79;293.367;gps;0.08;0;0;0;"1""."
47945;"""2098";2021-09-23;06:38:27;46.254;15.257;3.79;294.766;gps;0.08;0;0;0;"1""."
43347;"""1206";2022-06-06;10:35:17;45.942;14.781;3.79;389.427;gps;0.08;0;0;0;"1""."
49393;"""3546";2021-09-23;07:25:54;46.577;15.795;3.79;308.077;gps;0.08;0;0;0;"1""."
50061;"""4214";2021-09-23;07:47:46;46.655;15.929;9.935;291.127;gps;0.08;0;0;0;"1""."
50024;"""4177";2021-09-23;07:46:33;46.643;15.919;4.23;285.779;gps;0.08;0;0;0;"1""."
61141;"""2195";2021-12-21;10:17:27;46.052;14.456;10.188;343.383;gps;0.08;0;0;0;"1""."
48179;"""2332";2021-09-23;06:46:08;46.288;15.432;10.088;407.296;gps;0.08;0;0;0;"1""."
50163;"""4316";2021-09-23;07:51:05;46.676;15.957;9.935;260.495;gps;0.08;0;0;0;"1""."
49920;"""4073";2021-09-23;07:43:11;46.61;15.894;9.935;292.349;gps;0.08;0;0;0;"1""."
50003;"""4156";2021-09-23;07:45:52;46.637;15.912;10.043;290.366;gps;0.08;0;0;0;"1""."
49937;"""4090";2021-09-23;07:43:45;46.616;15.897;10.23;293.265;gps;0.08;0;0;0;"1""."
65169;"""6223";2021-12-21;11:24:36;46.053;14.449;9.935;376.851;gps;0.08;0;0;0;"1""."
50234;"""4387";2021-09-23;07:53:25;46.681;15.978;3.79;258.781;gps;0.08;0;0;0;"1""."
50265;"""4418";2021-09-23;07:54:26;46.679;15.988;3.881;258.414;gps;0.08;0;0;0;"1""."
50247;"""4400";2021-09-23;07:53:51;46.68;15.983;3.79;264.584;gps;0.08;0;0;0;"1""."
14594;"""595";2021-09-08;08:28:11;45.943;15.504;3.79;202.585;gps;0.08;0;0;0;"1""."
42139;"""1469";2021-06-29;12:40:19;46.163;15.212;52.4;300.5;network;0.08;0;0;0;"1""."
46600;"""753";2021-09-23;05:54:31;46.119;14.602;3.79;332.648;gps;0.08;0;0;0;"1""."
48923;"""3076";2021-09-23;07:10:32;46.431;15.636;3.79;319.831;gps;0.08;0;0;0;"1""."
14546;"""547";2021-09-08;08:26:38;45.942;15.493;3.79;206.639;gps;0.08;0;0;0;"1""."
49027;"""3180";2021-09-23;07:13:57;46.486;15.66;3.79;315.4;gps;0.08;0;0;0;"1""."
49123;"""3276";2021-09-23;07:17:02;46.528;15.698;3.79;304.054;gps;0.08;0;0;0;"1""."
49125;"""3278";2021-09-23;07:17:06;46.529;15.699;3.79;301.788;gps;0.08;0;0;0;"1""."
65445;"""6499";2021-12-21;11:29:11;46.052;14.46;9.935;354.232;gps;0.08;0;0;0;"1""."
49227;"""3380";2021-09-23;07:20:27;46.582;15.69;3.79;336.986;gps;0.08;0;0;0;"1""."
43852;"""1711";2022-06-06;10:43:45;45.914;14.956;3.79;353.181;gps;0.08;0;0;0;"1""."
48156;"""2309";2021-09-23;06:45:22;46.279;15.421;10.848;360.024;gps;0.08;0;0;0;"1""."
48155;"""2308";2021-09-23;06:45:20;46.278;15.421;10.782;359.479;gps;0.08;0;0;0;"1""."
48183;"""2336";2021-09-23;06:46:14;46.289;15.434;10.201;412.301;gps;0.08;0;0;0;"1""."
48149;"""2302";2021-09-23;06:45:08;46.276;15.418;10.415;351.761;gps;0.08;0;0;0;"1""."
14483;"""484";2021-09-08;08:24:34;45.933;15.483;3.79;205.729;gps;0.08;0;0;0;"1""."
48134;"""2287";2021-09-23;06:44:38;46.27;15.409;10.213;337.401;gps;0.08;0;0;0;"1""."
14396;"""397";2021-09-08;08:21:49;45.915;15.471;3.79;203.01;gps;0.08;0;0;0;"1""."
48839;"""2992";2021-09-23;07:07:46;46.394;15.595;3.79;325.321;gps;0.08;0;0;0;"1""."
53848;"""899";2022-05-28;18:23:30;46.484;15.658;3.79;310.568;gps;0.08;0;0;0;"1""."
53980;"""1031";2022-05-28;18:25:43;46.454;15.653;3.79;316.176;gps;0.08;0;0;0;"1""."
54215;"""1266";2022-05-28;18:29:38;46.4;15.605;9.999;321.639;gps;0.08;0;0;0;"1""."
54292;"""1343";2022-05-28;18:30:55;46.386;15.581;3.79;307.771;gps;0.08;0;0;0;"1""."
49280;"""3433";2021-09-23;07:22:10;46.587;15.718;3.79;298.024;gps;0.08;0;0;0;"1""."
49340;"""3493";2021-09-23;07:24:09;46.571;15.762;3.79;310.057;gps;0.08;0;0;0;"1""."
54734;"""1785";2022-05-28;18:38:47;46.305;15.446;3.79;420.497;gps;0.08;0;0;0;"1""."
53608;"""659";2022-05-28;18:19:30;46.458;15.729;3.79;296.776;gps;0.08;0;0;0;"1""."
53733;"""784";2022-05-28;18:21:35;46.471;15.681;3.79;309.248;gps;0.08;0;0;0;"1""."
53432;"""483";2022-05-28;18:16:34;46.434;15.79;3.79;283.857;gps;0.08;0;0;0;"1""."
60330;"""1384";2021-12-21;10:03:56;46.053;14.46;3.79;343.918;gps;0.08;0;0;0;"1""."
53734;"""785";2022-05-28;18:21:36;46.472;15.681;3.79;309.464;gps;0.08;0;0;0;"1""."
53382;"""433";2022-05-28;18:15:44;46.422;15.8;3.79;282.048;gps;0.08;0;0;0;"1""."
53381;"""432";2022-05-28;18:15:43;46.422;15.801;3.79;281.752;gps;0.08;0;0;0;"1""."
49262;"""3415";2021-09-23;07:21:36;46.593;15.706;3.79;301.594;gps;0.08;0;0;0;"1""."
55929;"""2980";2022-05-28;18:59:10;46.256;14.986;3.79;396.76;gps;0.08;0;0;0;"1""."
65413;"""6467";2021-12-21;11:28:40;46.051;14.46;3.79;356.521;gps;0.08;0;0;0;"1""."
55063;"""2114";2022-05-28;18:44:43;46.255;15.342;9.935;303.369;gps;0.08;0;0;0;"1""."
55925;"""2976";2022-05-28;18:59:06;46.256;14.988;3.79;396.177;gps;0.08;0;0;0;"1""."
54746;"""1797";2022-05-28;18:38:59;46.302;15.445;3.79;424.408;gps;0.08;0;0;0;"1""."
65409;"""6463";2021-12-21;11:28:36;46.051;14.461;3.79;356.061;gps;0.08;0;0;0;"1""."
