;"""N";Date;Time;N [Decimal degrees];E [Decimal degrees];GPS uncertainty [m];h [m];Location provider;D [μSv/h];Standard deviation;Standard error of the mean value;CF;"Number of measured points""."
47216;"""1369";2021-09-23;06:14:36;46.176;14.821;9.935;507.927;gps;0.068;0;0;0;"1""."
54621;"""1672";2022-05-28;18:36:24;46.334;15.472;9.935;348.792;gps;0.068;0;0;0;"1""."
54620;"""1671";2022-05-28;18:36:23;46.335;15.472;9.935;341.878;gps;0.068;0;0;0;"1""."
46733;"""886";2021-09-23;05:58:54;46.16;14.679;3.79;367.441;gps;0.068;0;0;0;"1""."
54359;"""1410";2022-05-28;18:32:02;46.377;15.556;9.935;312.338;gps;0.068;0;0;0;"1""."
55247;"""2298";2022-05-28;18:47:47;46.254;15.263;3.79;291.537;gps;0.068;0;0;0;"1""."
46741;"""894";2021-09-23;05:59:10;46.162;14.684;3.79;369.006;gps;0.068;0;0;0;"1""."
47054;"""1207";2021-09-23;06:09:19;46.17;14.699;3.79;381.353;gps;0.068;0;0;0;"1""."
54255;"""1306";2022-05-28;18:30:18;46.393;15.593;3.79;321.68;gps;0.068;0;0;0;"1""."
46724;"""877";2021-09-23;05:58:36;46.157;14.674;3.79;365.735;gps;0.068;0;0;0;"1""."
55317;"""2368";2022-05-28;18:48:57;46.258;15.234;3.79;300.935;gps;0.068;0;0;0;"1""."
55339;"""2390";2022-05-28;18:49:19;46.261;15.226;3.79;296.93;gps;0.068;0;0;0;"1""."
47064;"""1217";2021-09-23;06:09:39;46.172;14.704;3.79;378.125;gps;0.068;0;0;0;"1""."
54228;"""1279";2022-05-28;18:29:51;46.398;15.601;9.935;316.673;gps;0.068;0;0;0;"1""."
54427;"""1478";2022-05-28;18:33:10;46.37;15.53;9.935;351.87;gps;0.068;0;0;0;"1""."
4614;"""4615";2021-09-06;10:59:17;45.844;15.226;3.79;251.322;gps;0.068;0;0;0;"1""."
55211;"""2262";2022-05-28;18:47:11;46.255;15.279;3.79;287.814;gps;0.068;0;0;0;"1""."
54412;"""1463";2022-05-28;18:32:55;46.372;15.536;9.935;336.166;gps;0.068;0;0;0;"1""."
4701;"""4702";2021-09-06;11:02:09;45.87;15.291;9.935;198.891;gps;0.068;0;0;0;"1""."
54415;"""1466";2022-05-28;18:32:58;46.372;15.535;9.935;339.79;gps;0.068;0;0;0;"1""."
33536;"""19537";2021-09-08;18:48:17;45.839;15.161;3.79;304.068;gps;0.068;0;0;0;"1""."
56002;"""3053";2022-05-28;19:00:24;46.243;14.962;9.935;384.976;gps;0.068;0;0;0;"1""."
5102;"""5103";2021-09-06;11:15:20;45.913;15.466;3.79;209.448;gps;0.068;0;0;0;"1""."
53487;"""538";2022-05-28;18:17:29;46.445;15.775;3.79;290.484;gps;0.068;0;0;0;"1""."
53488;"""539";2022-05-28;18:17:30;46.446;15.775;3.79;289.862;gps;0.068;0;0;0;"1""."
46495;"""648";2021-09-23;05:51:04;46.066;14.576;3.79;320.423;gps;0.068;0;0;0;"1""."
46497;"""650";2021-09-23;05:51:08;46.067;14.577;3.79;320.774;gps;0.068;0;0;0;"1""."
53644;"""695";2022-05-28;18:20:06;46.459;15.713;3.79;302.132;gps;0.068;0;0;0;"1""."
46299;"""452";2021-09-23;05:44:40;46.023;14.51;3.79;335.708;gps;0.068;0;0;0;"1""."
54957;"""2008";2022-05-28;18:42:57;46.262;15.385;9.935;332.974;gps;0.068;0;0;0;"1""."
53634;"""685";2022-05-28;18:19:56;46.458;15.718;3.79;300.229;gps;0.068;0;0;0;"1""."
56287;"""3338";2022-05-28;19:08:35;46.182;14.853;3.79;568.978;gps;0.068;0;0;0;"1""."
53171;"""222";2022-05-28;18:11:47;46.413;15.838;3.79;273.845;gps;0.068;0;0;0;"1""."
53219;"""270";2022-05-28;18:12:35;46.413;15.83;9.935;273.583;gps;0.068;0;0;0;"1""."
56290;"""3341";2022-05-28;19:08:38;46.181;14.852;3.79;567.844;gps;0.068;0;0;0;"1""."
53214;"""265";2022-05-28;18:12:30;46.413;15.831;9.935;271.441;gps;0.068;0;0;0;"1""."
53225;"""276";2022-05-28;18:12:41;46.413;15.829;9.935;275.698;gps;0.068;0;0;0;"1""."
56250;"""3301";2022-05-28;19:06:06;46.191;14.899;3.79;562.417;gps;0.068;0;0;0;"1""."
56228;"""3279";2022-05-28;19:05:44;46.195;14.902;3.79;553.853;gps;0.068;0;0;0;"1""."
60004;"""1058";2021-12-21;09:58:30;46.046;14.471;12.266;337.149;gps;0.068;0;0;0;"1""."
5042;"""5043";2021-09-06;11:13:22;45.913;15.421;3.79;212.321;gps;0.068;0;0;0;"1""."
56258;"""3309";2022-05-28;19:06:14;46.19;14.896;3.79;562.612;gps;0.068;0;0;0;"1""."
53161;"""212";2022-05-28;18:11:37;46.414;15.84;3.79;277.367;gps;0.068;0;0;0;"1""."
39728;"""2256";2021-06-30;12:51:40;46.638;16.347;3.79;216.231;gps;0.068;0;0;0;"1""."
46258;"""411";2021-09-23;05:43:20;46.024;14.498;3.79;339.881;gps;0.068;0;0;0;"1""."
46257;"""410";2021-09-23;05:43:18;46.024;14.499;3.79;341.108;gps;0.068;0;0;0;"1""."
47252;"""1405";2021-09-23;06:15:47;46.183;14.841;9.935;556.554;gps;0.068;0;0;0;"1""."
53776;"""827";2022-05-28;18:22:18;46.478;15.669;9.935;312.756;gps;0.068;0;0;0;"1""."
56038;"""3089";2022-05-28;19:01:00;46.239;14.95;3.79;392.247;gps;0.068;0;0;0;"1""."
54968;"""2019";2022-05-28;18:43:08;46.261;15.381;9.935;330.678;gps;0.068;0;0;0;"1""."
53670;"""721";2022-05-28;18:20:32;46.461;15.702;3.79;306.022;gps;0.068;0;0;0;"1""."
4444;"""4445";2021-09-06;10:53:40;45.866;15.124;6.91;294.284;gps;0.068;0;0;0;"1""."
4443;"""4444";2021-09-06;10:53:38;45.867;15.123;4.709;296.208;gps;0.068;0;0;0;"1""."
53005;"""56";2022-05-28;18:08:49;46.416;15.864;5.36;266.943;averaged;0.068;0.001;0.001;0;"2""."
53667;"""718";2022-05-28;18:20:29;46.461;15.704;3.79;306.569;gps;0.068;0;0;0;"1""."
33796;"""19797";2021-09-08;18:56:48;45.905;14.982;3.79;361.378;gps;0.068;0;0;0;"1""."
54409;"""1460";2022-05-28;18:32:52;46.372;15.537;9.935;331.253;gps;0.069;0;0;0;"1""."
3702;"""3703";2021-09-06;10:29:24;45.97;14.638;3.79;388.88;gps;0.069;0;0;0;"1""."
3701;"""3702";2021-09-06;10:29:23;45.97;14.637;3.79;388.738;gps;0.069;0;0;0;"1""."
52628;"""2215";2021-06-30;08:57:46;46.512;14.857;68.933;549.8;network;0.069;0;0;0;"1""."
34534;"""20535";2021-09-08;19:20:54;46.039;14.472;3.79;346.303;gps;0.069;0;0;0;"1""."
54629;"""1680";2022-05-28;18:36:32;46.332;15.47;9.935;340.321;gps;0.069;0;0;0;"1""."
12253;"""12254";2021-09-06;15:18:45;45.949;15.521;3.79;242.449;gps;0.069;0;0;0;"1""."
46732;"""885";2021-09-23;05:58:52;46.159;14.679;3.79;367.51;gps;0.069;0;0;0;"1""."
49073;"""3226";2021-09-23;07:15:24;46.509;15.669;3.79;320.009;gps;0.069;0;0;0;"1""."
45650;"""3509";2022-06-06;11:55:30;45.936;15.488;3.79;205.49;gps;0.069;0;0;0;"1""."
46729;"""882";2021-09-23;05:58:46;46.158;14.677;3.79;366.442;gps;0.069;0;0;0;"1""."
54765;"""1816";2022-05-28;18:39:18;46.298;15.442;4.485;429.533;gps;0.069;0;0;0;"1""."
5018;"""5019";2021-09-06;11:12:34;45.91;15.405;3.79;208.371;gps;0.069;0;0;0;"1""."
49304;"""3457";2021-09-23;07:22:58;46.578;15.735;3.79;293.107;gps;0.069;0;0;0;"1""."
48230;"""2383";2021-09-23;06:47:48;46.308;15.451;3.79;417.928;gps;0.069;0;0;0;"1""."
3741;"""3742";2021-09-06;10:30:40;45.97;14.663;3.79;396.531;gps;0.069;0;0;0;"1""."
54477;"""1528";2022-05-28;18:34:00;46.364;15.512;9.935;377.743;gps;0.069;0;0;0;"1""."
5243;"""5244";2021-09-06;11:19:57;45.935;15.485;3.79;206.254;gps;0.069;0;0;0;"1""."
49363;"""3516";2021-09-23;07:24:54;46.57;15.774;3.79;314.529;gps;0.069;0;0;0;"1""."
49192;"""3345";2021-09-23;07:19:19;46.564;15.686;3.79;321.699;gps;0.069;0;0;0;"1""."
54521;"""1572";2022-05-28;18:34:44;46.356;15.498;9.935;372.134;gps;0.069;0;0;0;"1""."
48299;"""2452";2021-09-23;06:50:03;46.338;15.475;9.935;336.266;gps;0.069;0;0;0;"1""."
59998;"""1052";2021-12-21;09:58:24;46.045;14.471;14.365;335.52;gps;0.069;0;0;0;"1""."
3742;"""3743";2021-09-06;10:30:42;45.97;14.664;3.79;395.157;gps;0.069;0;0;0;"1""."
49148;"""3301";2021-09-23;07:17:51;46.542;15.697;3.79;301.165;gps;0.069;0;0;0;"1""."
46753;"""906";2021-09-23;05:59:34;46.165;14.689;3.79;373.167;gps;0.069;0;0;0;"1""."
48236;"""2389";2021-09-23;06:47:59;46.31;15.455;3.79;411.937;gps;0.069;0;0;0;"1""."
59983;"""1037";2021-12-21;09:58:09;46.045;14.473;12.51;333.132;gps;0.069;0;0;0;"1""."
49370;"""3523";2021-09-23;07:25:08;46.571;15.779;3.79;304.048;gps;0.069;0;0;0;"1""."
3717;"""3718";2021-09-06;10:29:52;45.969;14.648;3.79;395.567;gps;0.069;0;0;0;"1""."
46762;"""915";2021-09-23;05:59:52;46.166;14.692;3.79;374.003;gps;0.069;0;0;0;"1""."
49373;"""3526";2021-09-23;07:25:14;46.572;15.781;3.79;296.146;gps;0.069;0;0;0;"1""."
3714;"""3715";2021-09-06;10:29:46;45.969;14.646;3.79;392.232;gps;0.069;0;0;0;"1""."
46760;"""913";2021-09-23;05:59:48;46.166;14.691;3.79;374.791;gps;0.069;0;0;0;"1""."
46722;"""875";2021-09-23;05:58:32;46.156;14.673;3.79;366.241;gps;0.069;0;0;0;"1""."
53770;"""821";2022-05-28;18:22:12;46.477;15.67;10.185;311.052;gps;0.069;0;0;0;"1""."
48792;"""2945";2021-09-23;07:06:12;46.379;15.56;3.79;320.864;gps;0.069;0;0;0;"1""."
53702;"""753";2022-05-28;18:21:04;46.467;15.691;3.79;305.92;gps;0.069;0;0;0;"1""."
10596;"""10597";2021-09-06;14:23:20;45.939;15.558;10.472;190.406;gps;0.069;0;0;0;"1""."
52974;"""25";2022-05-28;18:07:45;46.416;15.869;5.575;269.73;averaged;0.069;0.001;0.001;0;"2""."
3608;"""3609";2021-09-06;10:26:21;45.994;14.591;3.79;378.571;gps;0.069;0;0;0;"1""."
57436;"""4487";2022-05-28;19:28:19;46.022;14.564;3.813;376.808;gps;0.069;0;0;0;"1""."
3590;"""3591";2021-09-06;10:25:47;46.001;14.583;3.79;373.349;gps;0.069;0;0;0;"1""."
46195;"""348";2021-09-23;05:41:17;46.038;14.5;3.79;332.525;gps;0.069;0;0;0;"1""."
3599;"""3600";2021-09-06;10:26:05;45.997;14.587;3.79;376.652;gps;0.069;0;0;0;"1""."
46542;"""695";2021-09-23;05:52:37;46.09;14.587;3.79;325.281;gps;0.069;0;0;0;"1""."
53694;"""745";2022-05-28;18:20:56;46.465;15.693;3.79;304.541;gps;0.069;0;0;0;"1""."
3574;"""3575";2021-09-06;10:25:15;46.005;14.572;3.79;375.593;gps;0.069;0;0;0;"1""."
46402;"""555";2021-09-23;05:48:03;46.024;14.566;3.79;363.469;gps;0.069;0;0;0;"1""."
53293;"""344";2022-05-28;18:13:57;46.413;15.816;3.79;283.252;gps;0.069;0;0;0;"1""."
10240;"""10241";2021-09-06;14:11:38;45.903;15.617;3.79;188.032;gps;0.069;0;0;0;"1""."
46474;"""627";2021-09-23;05:50:24;46.057;14.574;3.79;320.373;gps;0.069;0;0;0;"1""."
48691;"""2844";2021-09-23;07:02:54;46.352;15.492;3.79;343.841;gps;0.069;0;0;0;"1""."
48688;"""2841";2021-09-23;07:02:48;46.351;15.491;3.79;341.508;gps;0.069;0;0;0;"1""."
53163;"""214";2022-05-28;18:11:39;46.413;15.84;3.79;276.117;gps;0.069;0;0;0;"1""."
53072;"""123";2022-05-28;18:10:08;46.416;15.855;3.79;269.935;gps;0.069;0;0;0;"1""."
10504;"""10505";2021-09-06;14:20:17;45.932;15.579;3.79;197.271;gps;0.069;0;0;0;"1""."
10516;"""10517";2021-09-06;14:20:41;45.935;15.577;3.79;199.213;gps;0.069;0;0;0;"1""."
48742;"""2895";2021-09-23;07:04:34;46.367;15.522;3.79;374.755;gps;0.069;0;0;0;"1""."
53479;"""530";2022-05-28;18:17:21;46.444;15.777;3.79;290.241;gps;0.069;0;0;0;"1""."
48746;"""2899";2021-09-23;07:04:42;46.368;15.524;3.79;373.523;gps;0.069;0;0;0;"1""."
48748;"""2901";2021-09-23;07:04:46;46.369;15.525;3.79;371.133;gps;0.069;0;0;0;"1""."
48749;"""2902";2021-09-23;07:04:48;46.369;15.526;3.79;369.54;gps;0.069;0;0;0;"1""."
48750;"""2903";2021-09-23;07:04:50;46.369;15.527;3.79;367.239;gps;0.069;0;0;0;"1""."
53333;"""384";2022-05-28;18:14:55;46.412;15.811;3.79;281.859;gps;0.069;0;0;0;"1""."
3510;"""3511";2021-09-06;10:23:08;46.015;14.537;3.79;338.871;gps;0.069;0;0;0;"1""."
3687;"""3688";2021-09-06;10:28:54;45.973;14.628;3.79;386.421;gps;0.069;0;0;0;"1""."
48998;"""3151";2021-09-23;07:13:00;46.471;15.658;3.79;323.904;gps;0.069;0;0;0;"1""."
49017;"""3170";2021-09-23;07:13:37;46.481;15.658;9.935;320.533;gps;0.069;0;0;0;"1""."
54187;"""1238";2022-05-28;18:29:10;46.406;15.613;9.935;330.593;gps;0.069;0;0;0;"1""."
49033;"""3186";2021-09-23;07:14:09;46.488;15.663;3.79;314.233;gps;0.069;0;0;0;"1""."
46714;"""867";2021-09-23;05:58:16;46.155;14.667;3.79;363.133;gps;0.069;0;0;0;"1""."
46720;"""873";2021-09-23;05:58:28;46.156;14.671;3.79;365.437;gps;0.069;0;0;0;"1""."
9484;"""9485";2021-09-06;13:39:26;45.897;15.606;9.935;191.388;gps;0.069;0;0;0;"1""."
57345;"""4396";2022-05-28;19:26:42;46.044;14.576;3.79;325.853;gps;0.069;0;0;0;"1""."
53915;"""966";2022-05-28;18:24:37;46.47;15.658;9.935;318.984;gps;0.069;0;0;0;"1""."
48880;"""3033";2021-09-23;07:09:08;46.411;15.618;5.126;337.83;gps;0.069;0;0;0;"1""."
48884;"""3037";2021-09-23;07:09:15;46.412;15.62;4.43;333.192;gps;0.069;0;0;0;"1""."
48896;"""3049";2021-09-23;07:09:39;46.418;15.625;3.79;324.56;gps;0.069;0;0;0;"1""."
11162;"""11163";2021-09-06;14:43:03;45.929;15.549;3.79;198.023;gps;0.069;0;0;0;"1""."
3670;"""3671";2021-09-06;10:28:22;45.976;14.618;3.79;393.829;gps;0.069;0;0;0;"1""."
3672;"""3673";2021-09-06;10:28:26;45.975;14.619;3.79;392.748;gps;0.069;0;0;0;"1""."
3673;"""3674";2021-09-06;10:28:28;45.975;14.62;3.79;392.679;gps;0.069;0;0;0;"1""."
3680;"""3681";2021-09-06;10:28:42;45.974;14.624;3.79;390.401;gps;0.069;0;0;0;"1""."
11054;"""11055";2021-09-06;14:39:30;45.929;15.552;10.296;194.832;gps;0.069;0;0;0;"1""."
3665;"""3666";2021-09-06;10:28:14;45.976;14.615;3.79;393.116;gps;0.069;0;0;0;"1""."
12293;"""12294";2021-09-06;15:20:03;45.95;15.525;3.79;273.675;gps;0.069;0;0;0;"1""."
4184;"""4185";2021-09-06;10:45:11;45.921;14.944;3.79;337.244;gps;0.069;0;0;0;"1""."
56988;"""4039";2022-05-28;19:20:44;46.13;14.607;3.79;345.757;gps;0.069;0;0;0;"1""."
47624;"""1777";2021-09-23;06:27:58;46.257;14.997;9.935;403.237;gps;0.069;0;0;0;"1""."
47625;"""1778";2021-09-23;06:27:59;46.257;14.998;9.935;402.667;gps;0.069;0;0;0;"1""."
55710;"""2761";2022-05-28;18:55:31;46.26;15.081;3.79;326.613;gps;0.069;0;0;0;"1""."
57170;"""4221";2022-05-28;19:23:47;46.084;14.583;3.79;325.763;gps;0.069;0;0;0;"1""."
47629;"""1782";2021-09-23;06:28:07;46.257;15.001;9.976;404.762;gps;0.069;0;0;0;"1""."
47628;"""1781";2021-09-23;06:28:05;46.257;15;9.935;404.11;gps;0.069;0;0;0;"1""."
47627;"""1780";2021-09-23;06:28:03;46.257;14.999;9.935;403.938;gps;0.069;0;0;0;"1""."
4187;"""4188";2021-09-06;10:45:17;45.921;14.947;3.79;343.749;gps;0.069;0;0;0;"1""."
4195;"""4196";2021-09-06;10:45:33;45.919;14.953;3.79;333.53;gps;0.069;0;0;0;"1""."
55944;"""2995";2022-05-28;18:59:26;46.255;14.98;3.79;389.079;gps;0.069;0;0;0;"1""."
4267;"""4268";2021-09-06;10:47:55;45.901;15;3.79;365.902;gps;0.069;0;0;0;"1""."
4532;"""4533";2021-09-06;10:56:34;45.836;15.169;10.74;283.625;gps;0.069;0;0;0;"1""."
55965;"""3016";2022-05-28;18:59:47;46.251;14.972;3.79;380.146;gps;0.069;0;0;0;"1""."
4503;"""4504";2021-09-06;10:55:37;45.845;15.15;3.79;333.446;gps;0.069;0;0;0;"1""."
4274;"""4275";2021-09-06;10:48:09;45.902;15.005;3.79;375.066;gps;0.069;0;0;0;"1""."
47218;"""1371";2021-09-23;06:14:39;46.176;14.822;9.935;511.229;gps;0.069;0;0;0;"1""."
47199;"""1352";2021-09-23;06:14:02;46.176;14.809;9.935;479.496;gps;0.069;0;0;0;"1""."
4213;"""4214";2021-09-06;10:46:08;45.911;14.961;3.79;346.551;gps;0.069;0;0;0;"1""."
56970;"""4021";2022-05-28;19:20:26;46.133;14.612;3.79;342.959;gps;0.069;0;0;0;"1""."
4232;"""4233";2021-09-06;10:46:46;45.906;14.975;3.79;343.854;gps;0.069;0;0;0;"1""."
33958;"""19959";2021-09-08;19:02:04;45.928;14.857;3.79;356.967;gps;0.069;0;0;0;"1""."
56921;"""3972";2022-05-28;19:19:37;46.141;14.628;3.79;359.585;gps;0.069;0;0;0;"1""."
4070;"""4071";2021-09-06;10:41:25;45.928;14.856;3.79;350.243;gps;0.069;0;0;0;"1""."
47133;"""1286";2021-09-23;06:11:54;46.164;14.759;9.935;414.975;gps;0.069;0;0;0;"1""."
47134;"""1287";2021-09-23;06:11:56;46.165;14.759;9.935;417.989;gps;0.069;0;0;0;"1""."
4083;"""4084";2021-09-06;10:41:51;45.926;14.866;3.79;347.97;gps;0.069;0;0;0;"1""."
4085;"""4086";2021-09-06;10:41:55;45.926;14.868;3.79;348.169;gps;0.069;0;0;0;"1""."
4649;"""4650";2021-09-06;11:00:26;45.855;15.252;3.79;210.896;gps;0.069;0;0;0;"1""."
4647;"""4648";2021-09-06;11:00:22;45.854;15.25;3.79;213.494;gps;0.069;0;0;0;"1""."
4055;"""4056";2021-09-06;10:40:56;45.931;14.846;3.79;353.23;gps;0.069;0;0;0;"1""."
4057;"""4058";2021-09-06;10:41:00;45.93;14.847;3.79;354.12;gps;0.069;0;0;0;"1""."
47729;"""1882";2021-09-23;06:31:24;46.26;15.085;3.79;324.092;gps;0.069;0;0;0;"1""."
4064;"""4065";2021-09-06;10:41:13;45.929;14.852;3.79;346.375;gps;0.069;0;0;0;"1""."
47665;"""1818";2021-09-23;06:29:19;46.257;15.03;9.935;347.947;gps;0.069;0;0;0;"1""."
4128;"""4129";2021-09-06;10:43:20;45.925;14.903;3.79;365.802;gps;0.069;0;0;0;"1""."
57220;"""4271";2022-05-28;19:24:37;46.073;14.578;3.79;319.533;gps;0.069;0;0;0;"1""."
47141;"""1294";2021-09-23;06:12:10;46.166;14.765;9.935;424.618;gps;0.069;0;0;0;"1""."
4098;"""4099";2021-09-06;10:42:21;45.924;14.878;3.79;344.752;gps;0.069;0;0;0;"1""."
4101;"""4102";2021-09-06;10:42:27;45.924;14.881;3.79;344.955;gps;0.069;0;0;0;"1""."
4105;"""4106";2021-09-06;10:42:36;45.924;14.885;3.79;347.856;gps;0.069;0;0;0;"1""."
4106;"""4107";2021-09-06;10:42:38;45.924;14.886;3.79;348.623;gps;0.069;0;0;0;"1""."
47154;"""1307";2021-09-23;06:12:36;46.17;14.775;4.082;430.61;gps;0.069;0;0;0;"1""."
61168;"""2222";2021-12-21;10:17:54;46.055;14.453;10.336;342.46;gps;0.069;0;0;0;"1""."
44624;"""2483";2022-06-06;10:56:59;45.839;15.212;3.79;242.421;gps;0.069;0;0;0;"1""."
44619;"""2478";2022-06-06;10:56:54;45.838;15.211;3.79;239.03;gps;0.069;0;0;0;"1""."
4388;"""4389";2021-09-06;10:51:50;45.877;15.083;10.767;339.786;gps;0.069;0;0;0;"1""."
33902;"""19903";2021-09-08;19:00:17;45.925;14.906;3.79;373.675;gps;0.069;0;0;0;"1""."
56470;"""3521";2022-05-28;19:12:03;46.172;14.785;3.79;440.527;gps;0.069;0;0;0;"1""."
56252;"""3303";2022-05-28;19:06:08;46.191;14.898;3.79;562.107;gps;0.069;0;0;0;"1""."
56640;"""3691";2022-05-28;19:14:54;46.171;14.723;3.79;393.642;gps;0.069;0;0;0;"1""."
4382;"""4383";2021-09-06;10:51:40;45.879;15.08;5.494;346.924;gps;0.069;0;0;0;"1""."
56171;"""3222";2022-05-28;19:03:43;46.218;14.918;3.79;492.358;gps;0.069;0;0;0;"1""."
44448;"""2307";2022-06-06;10:54:03;45.843;15.154;3.79;333.407;gps;0.069;0;0;0;"1""."
4497;"""4498";2021-09-06;10:55:25;45.848;15.147;4.788;336.818;gps;0.069;0;0;0;"1""."
55991;"""3042";2022-05-28;19:00:13;46.246;14.966;3.79;381.516;gps;0.069;0;0;0;"1""."
33795;"""19796";2021-09-08;18:56:46;45.905;14.983;3.79;362.276;gps;0.069;0;0;0;"1""."
33798;"""19799";2021-09-08;18:56:52;45.905;14.981;3.79;360.913;gps;0.069;0;0;0;"1""."
4346;"""4347";2021-09-06;10:50:29;45.893;15.059;3.81;309.655;gps;0.069;0;0;0;"1""."
4348;"""4349";2021-09-06;10:50:33;45.892;15.06;3.942;308.963;gps;0.069;0;0;0;"1""."
4349;"""4350";2021-09-06;10:50:35;45.891;15.06;3.79;307.41;gps;0.069;0;0;0;"1""."
56129;"""3180";2022-05-28;19:03:01;46.218;14.933;3.79;461.624;gps;0.069;0;0;0;"1""."
56140;"""3191";2022-05-28;19:03:12;46.218;14.929;3.79;470.91;gps;0.069;0;0;0;"1""."
47277;"""1430";2021-09-23;06:16:37;46.182;14.857;3.79;573.312;gps;0.069;0;0;0;"1""."
56650;"""3701";2022-05-28;19:15:05;46.171;14.719;3.79;392.533;gps;0.069;0;0;0;"1""."
56169;"""3220";2022-05-28;19:03:41;46.218;14.919;3.79;489.505;gps;0.069;0;0;0;"1""."
56124;"""3175";2022-05-28;19:02:56;46.218;14.934;3.867;457.901;gps;0.069;0;0;0;"1""."
44501;"""2360";2022-06-06;10:54:56;45.835;15.171;3.79;273.897;gps;0.069;0;0;0;"1""."
4456;"""4457";2021-09-06;10:54:04;45.864;15.133;3.79;286.842;gps;0.069;0;0;0;"1""."
4452;"""4453";2021-09-06;10:53:56;45.864;15.13;3.79;284.891;gps;0.069;0;0;0;"1""."
47752;"""1905";2021-09-23;06:32:10;46.261;15.104;9.935;323.083;gps;0.069;0;0;0;"1""."
8820;"""8821";2021-09-06;13:17:37;45.889;15.548;3.79;198.63;gps;0.069;0;0;0;"1""."
4785;"""4786";2021-09-06;11:04:54;45.904;15.34;3.79;199.487;gps;0.069;0;0;0;"1""."
47987;"""2140";2021-09-23;06:39:51;46.254;15.293;3.79;290.781;gps;0.069;0;0;0;"1""."
55087;"""2138";2022-05-28;18:45:07;46.254;15.332;3.79;299.604;gps;0.069;0;0;0;"1""."
47995;"""2148";2021-09-23;06:40:06;46.254;15.299;3.79;291.963;gps;0.069;0;0;0;"1""."
8780;"""8781";2021-09-06;13:16:18;45.897;15.551;3.79;200.328;gps;0.069;0;0;0;"1""."
47950;"""2103";2021-09-23;06:38:37;46.254;15.261;3.79;295.336;gps;0.069;0;0;0;"1""."
33354;"""19355";2021-09-08;18:42:14;45.87;15.287;3.79;209.638;gps;0.069;0;0;0;"1""."
8773;"""8774";2021-09-06;13:16:04;45.898;15.553;3.79;200.929;gps;0.069;0;0;0;"1""."
8738;"""8739";2021-09-06;13:14:54;45.903;15.553;9.935;193.822;gps;0.069;0;0;0;"1""."
47753;"""1906";2021-09-23;06:32:12;46.261;15.105;9.935;323.572;gps;0.069;0;0;0;"1""."
34253;"""20254";2021-09-08;19:11:40;45.974;14.625;3.79;386.491;gps;0.069;0;0;0;"1""."
47968;"""2121";2021-09-23;06:39:13;46.254;15.276;3.79;290.824;gps;0.069;0;0;0;"1""."
4727;"""4728";2021-09-06;11:02:59;45.879;15.306;3.79;199.216;gps;0.069;0;0;0;"1""."
4722;"""4723";2021-09-06;11:02:49;45.876;15.305;3.79;199.218;gps;0.069;0;0;0;"1""."
60033;"""1087";2021-12-21;09:58:59;46.047;14.467;11.1;341.212;gps;0.069;0;0;0;"1""."
54931;"""1982";2022-05-28;18:42:31;46.264;15.395;9.935;336.386;gps;0.069;0;0;0;"1""."
54932;"""1983";2022-05-28;18:42:32;46.264;15.394;9.935;337.573;gps;0.069;0;0;0;"1""."
7088;"""7089";2021-09-06;12:20:01;45.948;15.485;149.6;216.5;network;0.069;0;0;0;"1""."
54807;"""1858";2022-05-28;18:40:27;46.285;15.428;3.79;401.925;gps;0.069;0;0;0;"1""."
48124;"""2277";2021-09-23;06:44:19;46.267;15.403;9.935;336.817;gps;0.069;0;0;0;"1""."
48123;"""2276";2021-09-23;06:44:17;46.267;15.402;9.935;336.459;gps;0.069;0;0;0;"1""."
12349;"""12350";2021-09-06;15:21:53;45.953;15.516;7.435;355.642;gps;0.069;0;0;0;"1""."
48036;"""2189";2021-09-23;06:41:26;46.254;15.335;9.935;300.354;gps;0.069;0;0;0;"1""."
49894;"""4047";2021-09-23;07:42:20;46.605;15.89;3.79;292.51;gps;0.069;0;0;0;"1""."
4704;"""4705";2021-09-06;11:02:15;45.87;15.294;9.935;201.602;gps;0.069;0;0;0;"1""."
49872;"""4025";2021-09-23;07:41:38;46.599;15.884;3.79;309.691;gps;0.069;0;0;0;"1""."
43613;"""1472";2022-06-06;10:39:43;45.925;14.873;3.79;363.084;gps;0.069;0;0;0;"1""."
47809;"""1962";2021-09-23;06:34:01;46.27;15.146;9.935;312.674;gps;0.069;0;0;0;"1""."
47808;"""1961";2021-09-23;06:33:59;46.271;15.145;9.935;313.252;gps;0.069;0;0;0;"1""."
33495;"""19496";2021-09-08;18:46:54;45.828;15.194;3.79;235.396;gps;0.069;0;0;0;"1""."
8322;"""8323";2021-09-06;13:00:51;45.923;15.54;13.23;165.48;gps;0.069;0;0;0;"1""."
43993;"""1852";2022-06-06;10:46:20;45.902;15.01;3.79;381.668;gps;0.069;0;0;0;"1""."
47761;"""1914";2021-09-23;06:32:28;46.264;15.11;10.469;325.375;gps;0.069;0;0;0;"1""."
47840;"""1993";2021-09-23;06:35:02;46.269;15.173;9.935;318.116;gps;0.069;0;0;0;"1""."
8588;"""8589";2021-09-06;13:10:01;45.919;15.544;10.653;191.814;gps;0.069;0;0;0;"1""."
47762;"""1915";2021-09-23;06:32:30;46.265;15.11;10.455;325.483;gps;0.069;0;0;0;"1""."
47835;"""1988";2021-09-23;06:34:52;46.27;15.169;9.935;320.468;gps;0.069;0;0;0;"1""."
